Banana A,Banana B,Carrot A,Carrot B,Cucumber A,Cucumber B,Green Apple A,Green Apple B,Green Cabbage A,Green Cabbage B,Lemon A,Lemon B,Letture A,Pear A,Pear B,Red Apple A,Red Apple B,Red Cabbage A,Red Cabbage B,Red Pepper A,Red Pepper B,Sweet-Potato A,Sweet-Potato B,Tomatoe A,Tomatoe B,Yellow Pepper A,Yellow Pepper B,month,year,rain_days_num,rain_max_code,max_val,rain_ttl
6.76,8.672727272727274,2.4090909090909087,3.969090909090909,3.1545454545454543,3.014545454545454,5.7790909090909075,8.509090909090908,3.463636363636363,5.733636363636363,6.845454545454547,9.663636363636362,4.745454545454546,7.00909090909091,11.23,3.78,5.8,3.472727272727273,6.082727272727272,4.901818181818182,7.045454545454546,3.794545454545455,5.3545454545454545,2.9263636363636363,4.636363636363637,4.6445454545454545,6.963636363636363,8.0,2019.0,0.0,0.0,0.0,0.0
5.333333333333333,7.1157894736842096,2.5789473684210535,4.215789473684209,4.363157894736842,4.2231578947368416,5.727894736842105,8.457894736842107,3.21578947368421,5.48578947368421,6.611052631578948,9.668421052631578,4.189473684210526,7.363157894736844,10.93157894736842,3.7852631578947378,5.805263157894736,3.3210526315789473,5.931052631578948,4.632631578947368,6.805263157894736,3.7821052631578946,5.342105263157895,3.132105263157895,4.842105263157895,4.269473684210526,6.873684210526315,9.0,2019.0,0.09523809523809523,0.0,0.023809523809523808,0.023809523809523808
5.714285714285714,6.390909090909091,2.6818181818181817,4.363636363636363,4.1909090909090905,4.050909090909091,5.8245454545454525,8.554545454545455,3.2,5.469999999999999,6.449090909090909,8.927272727272726,3.209090909090909,6.881818181818182,11.636363636363637,3.7163636363636368,5.736363636363637,3.4272727272727277,6.037272727272727,6.177272727272729,8.563636363636364,3.9399999999999995,5.5,3.271818181818182,4.981818181818182,6.415454545454546,9.245454545454546,10.0,2019.0,4.761904761904762,0.23809523809523808,11.70952380952381,18.138095238095236
3.8,4.138888888888889,3.038888888888889,4.592222222222222,4.844444444444445,4.704444444444444,5.647777777777776,8.377777777777776,1.9944444444444445,4.264444444444444,6.206666666666667,8.25,2.5176470588235293,6.930555555555556,11.777777777777779,3.9522222222222223,5.972222222222222,3.05,5.66,4.544444444444445,6.233333333333333,3.890588235294117,5.447058823529412,2.9311764705882353,4.641176470588236,4.162222222222223,6.122222222222222,11.0,2019.0,1.5714285714285714,0.9047619047619048,7.652380952380954,8.49047619047619
2.1700000000000004,2.915,3.0105263157894737,4.968421052631579,4.8,4.659999999999999,5.339999999999997,8.069999999999999,1.56,3.8299999999999996,3.664,5.5600000000000005,2.2842105263157895,6.914999999999999,11.12,4.490000000000003,6.51,2.46,5.069999999999999,2.7849999999999993,4.82,3.2250000000000014,5.0,2.4664999999999995,4.4799999999999995,2.9005,5.4300000000000015,12.0,2019.0,9.238095238095237,0.7142857142857143,49.08571428571428,134.13809523809525
2.2,4.0,2.6125,4.98125,5.681250000000001,5.54125,5.288749999999998,8.01875,2.76875,5.03875,3.8525,5.825000000000001,2.493333333333333,6.515625,11.08125,4.480000000000002,6.5,3.5,6.1099999999999985,3.1012500000000003,4.80625,3.248750000000001,4.986666666666667,3.1218749999999997,4.8062499999999995,3.6468749999999996,5.925,1.0,2020.0,16.857142857142858,0.9523809523809523,43.785714285714285,186.98095238095235
2.9714285714285715,3.9266666666666667,2.1666666666666665,3.58,4.7733333333333325,4.633333333333334,5.269999999999998,8.0,2.1,4.369999999999999,3.8140000000000005,5.8999999999999995,2.5,6.3066666666666675,11.026666666666667,4.079999999999999,6.1,2.7866666666666675,5.396666666666666,4.6066666666666665,6.366666666666665,3.218666666666666,4.814285714285714,2.76,4.666666666666666,4.259333333333333,7.2666666666666675,2.0,2020.0,10.285714285714286,0.9523809523809523,26.314285714285717,69.96666666666667
5.218181818181818,6.1909090909090905,2.018181818181818,3.6654545454545455,5.59090909090909,5.450909090909091,5.288181818181817,8.018181818181818,1.4909090909090907,3.7609090909090908,5.336363636363636,7.5181818181818185,2.4818181818181815,6.1909090909090905,11.0,3.9799999999999995,6.0,1.981818181818182,4.591818181818182,5.309090909090909,6.318181818181818,3.652,5.39,2.683636363636364,4.081818181818182,3.959090909090909,6.3909090909090915,3.0,2020.0,8.857142857142858,0.9523809523809523,25.333333333333332,75.21904761904763
5.55,6.728571428571429,2.0,3.88,3.4428571428571426,3.3028571428571425,5.2700000000000005,8.0,1.785714285714286,4.055714285714286,5.152857142857143,8.471428571428572,2.371428571428571,6.0,11.0,3.98,6.0,2.1142857142857143,4.724285714285714,3.4857142857142853,5.8999999999999995,3.56,5.5,3.192857142857143,4.828571428571429,3.4,5.985714285714287,4.0,2020.0,4.380952380952381,0.9523809523809523,16.39047619047619,28.257142857142856
3.466666666666667,4.642857142857143,2.085714285714286,3.857142857142857,2.771428571428572,2.6314285714285712,5.312857142857142,8.042857142857143,1.8714285714285714,4.1414285714285715,4.685714285714285,7.285714285714286,2.4714285714285715,6.0,11.0,3.98,6.0,2.085714285714286,4.695714285714286,6.515714285714286,9.671428571428573,3.9400000000000004,5.5,3.7342857142857144,5.457142857142857,6.33,9.299999999999999,5.0,2020.0,2.619047619047619,0.23809523809523808,7.923809523809524,12.752380952380953
